is_bad,line
False,6 how could there be a fish named Adam ? ||| 0 0 0 0 B-ARG1 I-ARG1 B-V B-ARG2 0
False,3 Kathy ca n't fix it . ||| B-ARG0 B-ARGM-MOD B-ARGM-NEG B-V B-ARG1 0
False,1 you want me to help ? ||| B-ARG0 B-V B-ARG1 I-ARG1 I-ARG1 0
True,5 you pick the road grader up . ||| B-ARG0 0 B-ARG1 I-ARG1 I-ARG1 B-V 0
False,4 tell Melissa where ya went the other night . ||| 0 0 B-ARG4 B-ARG0 B-V B-ARGM-TMP I-ARGM-TMP I-ARGM-TMP 0
False,1 you got a little piano . ||| B-ARG0 B-V B-ARG1 I-ARG1 I-ARG1 0
True,5 you know the airplanes that go over the beach ? ||| 0 0 B-ARG1 I-ARG1 B-ARG1 B-V B-ARGM-LOC I-ARGM-LOC I-ARGM-LOC 0
False,3 do n't you remember that trick ? ||| 0 B-ARGM-NEG B-ARG0 B-V B-ARG1 I-ARG1 0
False,3 what 's he doing ? ||| B-ARG1 0 B-ARG0 B-V 0
False,4 you ask somebody to play with you . ||| 0 0 B-ARG0 0 B-V B-ARGM-MNR I-ARGM-MNR 0
False,2 that one goes on the wagon . ||| B-ARG1 I-ARG1 B-V B-ARG4 I-ARG4 I-ARG4 0
False,4 you want me to make him sit down ? ||| 0 0 B-ARG0 0 B-V B-ARG1 I-ARG1 I-ARG1 0
False,1 Celia wears sneakers . ||| B-ARG0 B-V B-ARG1 0
False,1 I thought you were only going to have one . ||| B-ARG0 B-V B-ARG1 I-ARG1 I-ARG1 I-ARG1 I-ARG1 I-ARG1 I-ARG1 0
False,1 what happens when he climbs up on the couch ? ||| B-ARG1 B-V B-ARGM-TMP I-ARGM-TMP I-ARGM-TMP I-ARGM-TMP I-ARGM-TMP I-ARGM-TMP I-ARGM-TMP 0
False,0 come here . ||| B-V B-ARG4 0
False,3 what did that come from ? ||| B-ARG3 0 B-ARG1 B-V B-ARG3 0
False,3 what 're you making ? ||| B-ARG1 0 B-ARG0 B-V 0
