is_bad,line
False,"0 thank you , Robin . ||| B-V B-ARG1 0 0 0"
False,1 I cut the light on . ||| B-ARG0 B-V B-ARG1 I-ARG1 0 0
False,2 shall we do it a different way ? ||| B-ARGM-MOD B-ARG0 B-V B-ARG1 B-ARGM-MNR I-ARGM-MNR I-ARGM-MNR 0
False,0 thank you . ||| B-V B-ARG1 0
False,0 read book ? ||| B-V B-ARG1 0
False,1 who did that ? ||| B-ARG0 B-V B-ARG1 0
True,5 it 's gonna take trash away . ||| 0 0 0 0 B-ARG1 B-V 0
False,5 what 're you going to do with it ? ||| B-ARG1 0 B-ARG0 B-ARGM-MOD 0 B-V B-ARG3 I-ARG3 0
False,0 talk about what ? ||| B-V B-ARG1 I-ARG1 0
False,1 there are the kitties . ||| B-ARG1 B-V B-ARG2 I-ARG2 0
False,1 this is a microphone . ||| B-ARG1 B-V B-ARG2 I-ARG2 0
False,11 that 's where Adam put his paintings so his Daddy will see them when ||| 0 0 0 0 0 0 0 0 B-ARG0 I-ARG0 B-ARGM-MOD B-V B-ARG1 B-ARGM-TMP
False,2 when spring comes and we go outside you may have a shovel to dig in ||| 0 B-ARG1 B-V 0 0 0 0 0 0 0 0 0 0 0 0
True,3 get the hand out ? ||| 0 B-ARG1 I-ARG1 B-V 0
